blocksize,image,dimgrid,duration
13,stavrovouni.pgm,1159648,1759
13,stavrovouni.pgm,1159648,1770
13,stavrovouni.pgm,1159648,1756
13,stavrovouni.pgm,1159648,1761
13,stavrovouni.pgm,1159648,1759
13,stavrovouni.pgm,1159648,1749
13,stavrovouni.pgm,1159648,1756
13,stavrovouni.pgm,1159648,1761
13,stavrovouni.pgm,1159648,1756
13,stavrovouni.pgm,1159648,1757
13,stavrovouni.pgm,1159648,1756
13,stavrovouni.pgm,1159648,1754
13,stavrovouni.pgm,1159648,1755
13,stavrovouni.pgm,1159648,1756
13,stavrovouni.pgm,1159648,1759
13,stavrovouni.pgm,1159648,1759
13,stavrovouni.pgm,1159648,1749
13,stavrovouni.pgm,1159648,1747
14,stavrovouni.pgm,1076816,1626
14,stavrovouni.pgm,1076816,1640
14,stavrovouni.pgm,1076816,1629
14,stavrovouni.pgm,1076816,1630
14,stavrovouni.pgm,1076816,1642
14,stavrovouni.pgm,1076816,1635
14,stavrovouni.pgm,1076816,1638
14,stavrovouni.pgm,1076816,1627
14,stavrovouni.pgm,1076816,1640
14,stavrovouni.pgm,1076816,1629
14,stavrovouni.pgm,1076816,1631
14,stavrovouni.pgm,1076816,1630
14,stavrovouni.pgm,1076816,1642
14,stavrovouni.pgm,1076816,1639
14,stavrovouni.pgm,1076816,1641
14,stavrovouni.pgm,1076816,1643
14,stavrovouni.pgm,1076816,1639
14,stavrovouni.pgm,1076816,1638
14,stavrovouni.pgm,1076816,1639
14,stavrovouni.pgm,1076816,1638
15,stavrovouni.pgm,1005029,1536
15,stavrovouni.pgm,1005029,1524
15,stavrovouni.pgm,1005029,1534
15,stavrovouni.pgm,1005029,1535
15,stavrovouni.pgm,1005029,1534
15,stavrovouni.pgm,1005029,1524
15,stavrovouni.pgm,1005029,1536
15,stavrovouni.pgm,1005029,1525
15,stavrovouni.pgm,1005029,1535
15,stavrovouni.pgm,1005029,1534
15,stavrovouni.pgm,1005029,1533
15,stavrovouni.pgm,1005029,1543
15,stavrovouni.pgm,1005029,1529
15,stavrovouni.pgm,1005029,1535
15,stavrovouni.pgm,1005029,1533
15,stavrovouni.pgm,1005029,1534
15,stavrovouni.pgm,1005029,1535
15,stavrovouni.pgm,1005029,1531
15,stavrovouni.pgm,1005029,1528
15,stavrovouni.pgm,1005029,1534
16,stavrovouni.pgm,942214,1449
16,stavrovouni.pgm,942214,1446
16,stavrovouni.pgm,942214,1434
16,stavrovouni.pgm,942214,1436
16,stavrovouni.pgm,942214,1455
16,stavrovouni.pgm,942214,1444
16,stavrovouni.pgm,942214,1458
16,stavrovouni.pgm,942214,1445
16,stavrovouni.pgm,942214,1443
16,stavrovouni.pgm,942214,1446
16,stavrovouni.pgm,942214,1441
16,stavrovouni.pgm,942214,1453
16,stavrovouni.pgm,942214,1445
16,stavrovouni.pgm,942214,1435
16,stavrovouni.pgm,942214,1452
16,stavrovouni.pgm,942214,1441
16,stavrovouni.pgm,942214,1445
16,stavrovouni.pgm,942214,1448
16,stavrovouni.pgm,942214,1446
16,stavrovouni.pgm,942214,1437
17,stavrovouni.pgm,886790,1365
17,stavrovouni.pgm,886790,1365
17,stavrovouni.pgm,886790,1362
17,stavrovouni.pgm,886790,1369
17,stavrovouni.pgm,886790,1375
17,stavrovouni.pgm,886790,1364
17,stavrovouni.pgm,886790,1365
17,stavrovouni.pgm,886790,1360
17,stavrovouni.pgm,886790,1367
17,stavrovouni.pgm,886790,1365
17,stavrovouni.pgm,886790,1368
17,stavrovouni.pgm,886790,1365
17,stavrovouni.pgm,886790,1365
17,stavrovouni.pgm,886790,1367
17,stavrovouni.pgm,886790,1360
17,stavrovouni.pgm,886790,1362
17,stavrovouni.pgm,886790,1362
17,stavrovouni.pgm,886790,1364
17,stavrovouni.pgm,886790,1365
17,stavrovouni.pgm,886790,1374
18,stavrovouni.pgm,837524,1297
18,stavrovouni.pgm,837524,1292
18,stavrovouni.pgm,837524,1294
18,stavrovouni.pgm,837524,1296
18,stavrovouni.pgm,837524,1296
18,stavrovouni.pgm,837524,1303
18,stavrovouni.pgm,837524,1300
18,stavrovouni.pgm,837524,1303
18,stavrovouni.pgm,837524,1292
18,stavrovouni.pgm,837524,1303
18,stavrovouni.pgm,837524,1308
18,stavrovouni.pgm,837524,1309
18,stavrovouni.pgm,837524,1299
18,stavrovouni.pgm,837524,1297
18,stavrovouni.pgm,837524,1301
18,stavrovouni.pgm,837524,1298
18,stavrovouni.pgm,837524,1299
18,stavrovouni.pgm,837524,1299
18,stavrovouni.pgm,837524,1295
18,stavrovouni.pgm,837524,1285
19,stavrovouni.pgm,793444,1232
19,stavrovouni.pgm,793444,1237
19,stavrovouni.pgm,793444,1235
19,stavrovouni.pgm,793444,1235
19,stavrovouni.pgm,793444,1236
19,stavrovouni.pgm,793444,1242
19,stavrovouni.pgm,793444,1235
19,stavrovouni.pgm,793444,1234
19,stavrovouni.pgm,793444,1221
19,stavrovouni.pgm,793444,1235
19,stavrovouni.pgm,793444,1239
19,stavrovouni.pgm,793444,1233
19,stavrovouni.pgm,793444,1237
19,stavrovouni.pgm,793444,1244
19,stavrovouni.pgm,793444,1233
19,stavrovouni.pgm,793444,1234
19,stavrovouni.pgm,793444,1233
19,stavrovouni.pgm,793444,1241
19,stavrovouni.pgm,793444,1242
19,stavrovouni.pgm,793444,1232
20,stavrovouni.pgm,753772,1175
20,stavrovouni.pgm,753772,1176
20,stavrovouni.pgm,753772,1178
20,stavrovouni.pgm,753772,1179
20,stavrovouni.pgm,753772,1177
20,stavrovouni.pgm,753772,1179
20,stavrovouni.pgm,753772,1186
20,stavrovouni.pgm,753772,1175
20,stavrovouni.pgm,753772,1173
20,stavrovouni.pgm,753772,1176
20,stavrovouni.pgm,753772,1184
20,stavrovouni.pgm,753772,1180
20,stavrovouni.pgm,753772,1176
20,stavrovouni.pgm,753772,1177
20,stavrovouni.pgm,753772,1180
20,stavrovouni.pgm,753772,1189
20,stavrovouni.pgm,753772,1185
20,stavrovouni.pgm,753772,1177
20,stavrovouni.pgm,753772,1178
20,stavrovouni.pgm,753772,1177
21,stavrovouni.pgm,717878,1133
21,stavrovouni.pgm,717878,1121
21,stavrovouni.pgm,717878,1123
21,stavrovouni.pgm,717878,1123
21,stavrovouni.pgm,717878,1130
21,stavrovouni.pgm,717878,1130
21,stavrovouni.pgm,717878,1120
21,stavrovouni.pgm,717878,1131
21,stavrovouni.pgm,717878,1131
21,stavrovouni.pgm,717878,1125
21,stavrovouni.pgm,717878,1109
21,stavrovouni.pgm,717878,1129
21,stavrovouni.pgm,717878,1113
21,stavrovouni.pgm,717878,1121
21,stavrovouni.pgm,717878,1118
21,stavrovouni.pgm,717878,1128
21,stavrovouni.pgm,717878,1123
21,stavrovouni.pgm,717878,1130
21,stavrovouni.pgm,717878,1121
21,stavrovouni.pgm,717878,1128
22,stavrovouni.pgm,685247,1076
22,stavrovouni.pgm,685247,1086
22,stavrovouni.pgm,685247,1062
22,stavrovouni.pgm,685247,1077
22,stavrovouni.pgm,685247,1073
22,stavrovouni.pgm,685247,1072
22,stavrovouni.pgm,685247,1085
22,stavrovouni.pgm,685247,1083
22,stavrovouni.pgm,685247,1075
22,stavrovouni.pgm,685247,1072
22,stavrovouni.pgm,685247,1084
22,stavrovouni.pgm,685247,1082
22,stavrovouni.pgm,685247,1081
22,stavrovouni.pgm,685247,1273
22,stavrovouni.pgm,685247,1083
22,stavrovouni.pgm,685247,1076
22,stavrovouni.pgm,685247,1072
22,stavrovouni.pgm,685247,1075
22,stavrovouni.pgm,685247,1075
22,stavrovouni.pgm,685247,1060
23,stavrovouni.pgm,655454,1017
23,stavrovouni.pgm,655454,1028
23,stavrovouni.pgm,655454,1040
23,stavrovouni.pgm,655454,1033
23,stavrovouni.pgm,655454,1030
23,stavrovouni.pgm,655454,1037
23,stavrovouni.pgm,655454,1024
23,stavrovouni.pgm,655454,1028
23,stavrovouni.pgm,655454,1038
23,stavrovouni.pgm,655454,1035
23,stavrovouni.pgm,655454,1032
23,stavrovouni.pgm,655454,1036
23,stavrovouni.pgm,655454,1038
23,stavrovouni.pgm,655454,1028
23,stavrovouni.pgm,655454,1033
23,stavrovouni.pgm,655454,1035
23,stavrovouni.pgm,655454,1027
23,stavrovouni.pgm,655454,1032
23,stavrovouni.pgm,655454,1032
23,stavrovouni.pgm,655454,1028
24,stavrovouni.pgm,628143,988
24,stavrovouni.pgm,628143,991
24,stavrovouni.pgm,628143,985
24,stavrovouni.pgm,628143,986
24,stavrovouni.pgm,628143,975
24,stavrovouni.pgm,628143,983
24,stavrovouni.pgm,628143,977
24,stavrovouni.pgm,628143,985
24,stavrovouni.pgm,628143,993
24,stavrovouni.pgm,628143,985
24,stavrovouni.pgm,628143,982
24,stavrovouni.pgm,628143,985
24,stavrovouni.pgm,628143,985
24,stavrovouni.pgm,628143,996
24,stavrovouni.pgm,628143,982
24,stavrovouni.pgm,628143,984
24,stavrovouni.pgm,628143,979
24,stavrovouni.pgm,628143,986
24,stavrovouni.pgm,628143,984
24,stavrovouni.pgm,628143,980
25,stavrovouni.pgm,603017,935
25,stavrovouni.pgm,603017,946
25,stavrovouni.pgm,603017,942
25,stavrovouni.pgm,603017,947
25,stavrovouni.pgm,603017,946
25,stavrovouni.pgm,603017,952
25,stavrovouni.pgm,603017,942
25,stavrovouni.pgm,603017,951
25,stavrovouni.pgm,603017,942
25,stavrovouni.pgm,603017,951
25,stavrovouni.pgm,603017,946
25,stavrovouni.pgm,603017,942
25,stavrovouni.pgm,603017,943
25,stavrovouni.pgm,603017,943
25,stavrovouni.pgm,603017,951
25,stavrovouni.pgm,603017,943
25,stavrovouni.pgm,603017,942
25,stavrovouni.pgm,603017,942
25,stavrovouni.pgm,603017,942
25,stavrovouni.pgm,603017,943
26,stavrovouni.pgm,579824,914
26,stavrovouni.pgm,579824,910
26,stavrovouni.pgm,579824,934
26,stavrovouni.pgm,579824,901
26,stavrovouni.pgm,579824,903
26,stavrovouni.pgm,579824,911
26,stavrovouni.pgm,579824,907
26,stavrovouni.pgm,579824,912
26,stavrovouni.pgm,579824,911
26,stavrovouni.pgm,579824,904
26,stavrovouni.pgm,579824,909
26,stavrovouni.pgm,579824,909
26,stavrovouni.pgm,579824,909
26,stavrovouni.pgm,579824,909
26,stavrovouni.pgm,579824,908
26,stavrovouni.pgm,579824,914
26,stavrovouni.pgm,579824,918
26,stavrovouni.pgm,579824,915
26,stavrovouni.pgm,579824,911
26,stavrovouni.pgm,579824,916
27,stavrovouni.pgm,558350,876
27,stavrovouni.pgm,558350,870
27,stavrovouni.pgm,558350,876
27,stavrovouni.pgm,558350,866
27,stavrovouni.pgm,558350,872
27,stavrovouni.pgm,558350,875
27,stavrovouni.pgm,558350,876
27,stavrovouni.pgm,558350,883
27,stavrovouni.pgm,558350,865
27,stavrovouni.pgm,558350,896
27,stavrovouni.pgm,558350,882
27,stavrovouni.pgm,558350,875
27,stavrovouni.pgm,558350,874
27,stavrovouni.pgm,558350,883
27,stavrovouni.pgm,558350,874
27,stavrovouni.pgm,558350,889
27,stavrovouni.pgm,558350,900
27,stavrovouni.pgm,558350,886
27,stavrovouni.pgm,558350,887
27,stavrovouni.pgm,558350,887
28,stavrovouni.pgm,538408,852
28,stavrovouni.pgm,538408,853
28,stavrovouni.pgm,538408,855
28,stavrovouni.pgm,538408,859
28,stavrovouni.pgm,538408,856
28,stavrovouni.pgm,538408,855
28,stavrovouni.pgm,538408,855
28,stavrovouni.pgm,538408,857
28,stavrovouni.pgm,538408,854
28,stavrovouni.pgm,538408,859
28,stavrovouni.pgm,538408,848
28,stavrovouni.pgm,538408,856
28,stavrovouni.pgm,538408,847
28,stavrovouni.pgm,538408,852
28,stavrovouni.pgm,538408,854
28,stavrovouni.pgm,538408,856
28,stavrovouni.pgm,538408,854
28,stavrovouni.pgm,538408,858
28,stavrovouni.pgm,538408,838
28,stavrovouni.pgm,538408,849
29,stavrovouni.pgm,519843,814
29,stavrovouni.pgm,519843,830
29,stavrovouni.pgm,519843,817
29,stavrovouni.pgm,519843,824
29,stavrovouni.pgm,519843,833
29,stavrovouni.pgm,519843,817
29,stavrovouni.pgm,519843,829
29,stavrovouni.pgm,519843,820
29,stavrovouni.pgm,519843,817
29,stavrovouni.pgm,519843,819
29,stavrovouni.pgm,519843,821
29,stavrovouni.pgm,519843,828
29,stavrovouni.pgm,519843,825
29,stavrovouni.pgm,519843,821
29,stavrovouni.pgm,519843,820
29,stavrovouni.pgm,519843,828
29,stavrovouni.pgm,519843,818
29,stavrovouni.pgm,519843,831
29,stavrovouni.pgm,519843,826
29,stavrovouni.pgm,519843,828
30,stavrovouni.pgm,502515,803
30,stavrovouni.pgm,502515,795
30,stavrovouni.pgm,502515,791
30,stavrovouni.pgm,502515,793
30,stavrovouni.pgm,502515,801
30,stavrovouni.pgm,502515,792
30,stavrovouni.pgm,502515,802
30,stavrovouni.pgm,502515,806
30,stavrovouni.pgm,502515,803
30,stavrovouni.pgm,502515,795
30,stavrovouni.pgm,502515,801
30,stavrovouni.pgm,502515,801
30,stavrovouni.pgm,502515,801
30,stavrovouni.pgm,502515,792
30,stavrovouni.pgm,502515,806
30,stavrovouni.pgm,502515,802
30,stavrovouni.pgm,502515,802
30,stavrovouni.pgm,502515,804
30,stavrovouni.pgm,502515,794
30,stavrovouni.pgm,502515,795
31,stavrovouni.pgm,486304,769
31,stavrovouni.pgm,486304,766
31,stavrovouni.pgm,486304,772
31,stavrovouni.pgm,486304,769
31,stavrovouni.pgm,486304,770
31,stavrovouni.pgm,486304,775
31,stavrovouni.pgm,486304,768
31,stavrovouni.pgm,486304,770
31,stavrovouni.pgm,486304,769
31,stavrovouni.pgm,486304,772
31,stavrovouni.pgm,486304,779
31,stavrovouni.pgm,486304,759
31,stavrovouni.pgm,486304,766
31,stavrovouni.pgm,486304,769
31,stavrovouni.pgm,486304,777
31,stavrovouni.pgm,486304,767
31,stavrovouni.pgm,486304,769
31,stavrovouni.pgm,486304,776
31,stavrovouni.pgm,486304,754
31,stavrovouni.pgm,486304,779
32,stavrovouni.pgm,471107,744
32,stavrovouni.pgm,471107,741
32,stavrovouni.pgm,471107,742
32,stavrovouni.pgm,471107,745
32,stavrovouni.pgm,471107,743
32,stavrovouni.pgm,471107,743
32,stavrovouni.pgm,471107,749
32,stavrovouni.pgm,471107,746
32,stavrovouni.pgm,471107,746
32,stavrovouni.pgm,471107,745
32,stavrovouni.pgm,471107,753
32,stavrovouni.pgm,471107,758
32,stavrovouni.pgm,471107,745
32,stavrovouni.pgm,471107,753
32,stavrovouni.pgm,471107,739
32,stavrovouni.pgm,471107,745
32,stavrovouni.pgm,471107,745
32,stavrovouni.pgm,471107,753
32,stavrovouni.pgm,471107,748
32,stavrovouni.pgm,471107,750
33,stavrovouni.pgm,456832,697
33,stavrovouni.pgm,456832,699
33,stavrovouni.pgm,456832,700
33,stavrovouni.pgm,456832,690
33,stavrovouni.pgm,456832,690
33,stavrovouni.pgm,456832,692
33,stavrovouni.pgm,456832,698
33,stavrovouni.pgm,456832,692
33,stavrovouni.pgm,456832,699
33,stavrovouni.pgm,456832,691
33,stavrovouni.pgm,456832,701
33,stavrovouni.pgm,456832,697
33,stavrovouni.pgm,456832,697
33,stavrovouni.pgm,456832,687
33,stavrovouni.pgm,456832,698
33,stavrovouni.pgm,456832,698
33,stavrovouni.pgm,456832,698
33,stavrovouni.pgm,456832,742
33,stavrovouni.pgm,456832,690
33,stavrovouni.pgm,456832,689
34,stavrovouni.pgm,443395,679
34,stavrovouni.pgm,443395,679
34,stavrovouni.pgm,443395,670
34,stavrovouni.pgm,443395,679
34,stavrovouni.pgm,443395,671
34,stavrovouni.pgm,443395,672
34,stavrovouni.pgm,443395,681
34,stavrovouni.pgm,443395,675
34,stavrovouni.pgm,443395,680
34,stavrovouni.pgm,443395,673
34,stavrovouni.pgm,443395,675
34,stavrovouni.pgm,443395,671
34,stavrovouni.pgm,443395,670
34,stavrovouni.pgm,443395,671
34,stavrovouni.pgm,443395,691
34,stavrovouni.pgm,443395,681
34,stavrovouni.pgm,443395,670
34,stavrovouni.pgm,443395,680
34,stavrovouni.pgm,443395,671
34,stavrovouni.pgm,443395,670
35,stavrovouni.pgm,430727,664
35,stavrovouni.pgm,430727,655
35,stavrovouni.pgm,430727,662
35,stavrovouni.pgm,430727,652
35,stavrovouni.pgm,430727,663
35,stavrovouni.pgm,430727,654
35,stavrovouni.pgm,430727,655
35,stavrovouni.pgm,430727,656
35,stavrovouni.pgm,430727,663
35,stavrovouni.pgm,430727,641
35,stavrovouni.pgm,430727,664
35,stavrovouni.pgm,430727,663
35,stavrovouni.pgm,430727,653
35,stavrovouni.pgm,430727,663
35,stavrovouni.pgm,430727,655
35,stavrovouni.pgm,430727,653
35,stavrovouni.pgm,430727,656
35,stavrovouni.pgm,430727,666
35,stavrovouni.pgm,430727,662
35,stavrovouni.pgm,430727,661
36,stavrovouni.pgm,418762,648
36,stavrovouni.pgm,418762,647
36,stavrovouni.pgm,418762,647
36,stavrovouni.pgm,418762,638
36,stavrovouni.pgm,418762,648
36,stavrovouni.pgm,418762,626
36,stavrovouni.pgm,418762,646
36,stavrovouni.pgm,418762,645
36,stavrovouni.pgm,418762,647
36,stavrovouni.pgm,418762,630
36,stavrovouni.pgm,418762,648
36,stavrovouni.pgm,418762,638
36,stavrovouni.pgm,418762,645
36,stavrovouni.pgm,418762,640
36,stavrovouni.pgm,418762,659
36,stavrovouni.pgm,418762,649
36,stavrovouni.pgm,418762,639
36,stavrovouni.pgm,418762,638
36,stavrovouni.pgm,418762,638
36,stavrovouni.pgm,418762,645
37,stavrovouni.pgm,407444,627
37,stavrovouni.pgm,407444,623
37,stavrovouni.pgm,407444,630
37,stavrovouni.pgm,407444,627
37,stavrovouni.pgm,407444,631
37,stavrovouni.pgm,407444,613
37,stavrovouni.pgm,407444,630
37,stavrovouni.pgm,407444,625
37,stavrovouni.pgm,407444,622
37,stavrovouni.pgm,407444,630
37,stavrovouni.pgm,407444,610
37,stavrovouni.pgm,407444,631
37,stavrovouni.pgm,407444,630
37,stavrovouni.pgm,407444,623
37,stavrovouni.pgm,407444,622
37,stavrovouni.pgm,407444,624
37,stavrovouni.pgm,407444,631
37,stavrovouni.pgm,407444,623
37,stavrovouni.pgm,407444,631
37,stavrovouni.pgm,407444,629
38,stavrovouni.pgm,396722,610
38,stavrovouni.pgm,396722,613
38,stavrovouni.pgm,396722,610
38,stavrovouni.pgm,396722,619
38,stavrovouni.pgm,396722,622
38,stavrovouni.pgm,396722,621
38,stavrovouni.pgm,396722,614
38,stavrovouni.pgm,396722,620
38,stavrovouni.pgm,396722,620
38,stavrovouni.pgm,396722,612
38,stavrovouni.pgm,396722,615
38,stavrovouni.pgm,396722,611
38,stavrovouni.pgm,396722,611
38,stavrovouni.pgm,396722,610
38,stavrovouni.pgm,396722,613
38,stavrovouni.pgm,396722,618
38,stavrovouni.pgm,396722,612
38,stavrovouni.pgm,396722,614
38,stavrovouni.pgm,396722,622
38,stavrovouni.pgm,396722,611
39,stavrovouni.pgm,386550,603
39,stavrovouni.pgm,386550,601
39,stavrovouni.pgm,386550,609
39,stavrovouni.pgm,386550,611
39,stavrovouni.pgm,386550,609
39,stavrovouni.pgm,386550,612
39,stavrovouni.pgm,386550,612
39,stavrovouni.pgm,386550,610
39,stavrovouni.pgm,386550,591
39,stavrovouni.pgm,386550,613
39,stavrovouni.pgm,386550,613
39,stavrovouni.pgm,386550,613
39,stavrovouni.pgm,386550,605
39,stavrovouni.pgm,386550,610
39,stavrovouni.pgm,386550,611
39,stavrovouni.pgm,386550,614
39,stavrovouni.pgm,386550,604
39,stavrovouni.pgm,386550,622
39,stavrovouni.pgm,386550,598
39,stavrovouni.pgm,386550,600
